included in data,Item type,Authors,Title,Journal,Publication year,Volume,Issue,Pages,Publisher,Address,Book title,Proceedings title,Conference location,Date published,ISBN,ISSN,URLs,DOI,Abstract,Keywords,Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Albuquerque ES,Ferreira AP,Silva JG,Barbosa JP,Carlos RL,Albuquerque DS,Barros EN",An FPGA-Based Accelerator for Multiple Real-Time Template Matching,,2017,,,,IEEE Press,"Belo Horizonte, Brazil",,Proceedings of the 29th Symposium on Integrated Circuits and Systems Design: Chip on the Mountains,,2017,9781509027361,,,,"Object tracking with multiple dense templates is a challenging problem in the context of continuous monitoring video cameras. Applications of the multiple match template technique range from tracking of multiple independent objects to several pose variations of a single object. Due to its high accuracy and tolerance to brightness and contrast changes, the zero mean normalized cross-correlation(ZNCC) was selected as similarity measure. This paper proposes an FPGA architecture that explores a full pipeline implementation and maximizes the internal data reuse to calculate several ZNCC-based template matching in an efficient approach. Experimental results shows that the proposed implementation achieves the real-time performance reaching up to 30fps running ten parallel ZNCCs in a single Stratix IV FPGA.",,SBCCI '16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Wu C,Liu J,Wang X,Dong X",Object-Difference Attention: A Simple Relational Attention for Visual Question Answering,,2018,,,519–527,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 26th ACM International Conference on Multimedia,"Seoul, Republic of Korea",2018,9781450356657,,https://doi.org/10.1145/3240508.3240513;http://dx.doi.org/10.1145/3240508.3240513,10.1145/3240508.3240513,"Attention mechanism has greatly promoted the development of Visual Question Answering (VQA). Attention distribution, which weights differently on objects (such as image regions or bounding boxes) in an image according to their importance for answering a question, plays a crucial role in attention mechanism. Most of the existing work focuses on fusing image features and text features to calculate the attention distribution without comparisons between different image objects. As a major property of attention, selectivity depends on comparisons between different objects. Comparisons provide more information for assigning attentions better. For achieving this, we propose an object-difference attention (ODA) which calculates the probability of attention by implementing difference operator between different image objects in an image under the guidance of questions in hand. Experimental results on three publicly available datasets show our ODA based VQA model achieves the state-of-the-art results. Furthermore, a general form of relational attention is proposed. Besides ODA, several other relational attentions are given. Experimental results show those relational attentions have strengths on different types of questions.","visual question answering, object-difference attention, attention",MM '18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Matsumoto R,Takemura K",Semantic 3D Gaze Mapping for Estimating Focused Objects,,2019,,,,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 21st International Conference on Human-Computer Interaction with Mobile Devices and Services,"Taipei, Taiwan",2019,9781450368254,,https://doi.org/10.1145/3338286.3344396;http://dx.doi.org/10.1145/3338286.3344396,10.1145/3338286.3344396,"Eye-trackers are expected to be used in portable daily-use devices. However, it must register object information and define a unified coordinate system in advance for human--computer interaction and quantitative analysis. Therefore, we propose a semantic 3D gaze mapping to collect gaze information from multiple people on the unified map and detect focused objects automatically. The semantic 3D map can be reconstructed using keyframe-based semantic segmentation and structure-from-motion, and the 3D point-of-gaze can also be computed on the map. We confirmed that the fixation time of the focused object can be calculated through an experiment without prior information.","3D point-of-gaze, Semantic 3D map, Structure from Motion",MobileHCI '19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Stojanovic V,Trapp M,Döllner J,Richter R",Classification of Indoor Point Clouds Using Multiviews,,2019,,,1–9,Association for Computing Machinery,"New York, NY, USA",,The 24th International Conference on 3D Web Technology,"LA, CA, USA",2019,9781450367981,,https://doi.org/10.1145/3329714.3338129;http://dx.doi.org/10.1145/3329714.3338129,10.1145/3329714.3338129,"We present an approach for classifying 3D point clouds of indoor environments using Convolutional Neural Network (CNN)-based image analysis for entropy-selected 3D views. Prior to classification, the 3D point clouds are clustered using either Density-based Spatial Clustering of Applications with Noise (DBSCAN) or k-means algorithms. We then use randomly sampled 3D point normal vectors as an entropy descriptor to calculate the direction and position of the virtual camera, which is placed around these clusters. It synthesizes 2D images of a given cluster from multiple views with positions and directions that have highest visual entropy. We then proceed to classify the images using a retrained CNN. We test our approach for classifying common office furniture items using both synthetic and actual 3D point clouds of typical indoor office spaces. The empirical results demonstrate that our approach is suited towards classifying specific indoor furniture objects. We also describe how our approach can be implemented as a lightweight component within a service-oriented system that is used for visualization and classification of 3D point clouds using a given Web3D tool. The resulting semantically-enriched 3D point clouds can further be used for digital indoor environment representations, with further use as base data for Building Information Modeling (BIM), Facility Management (FM), and Digital Twin (DT) applications.","Indoor Point Clouds, Multiview Classification, Semantic Enrichment, Viewpoint Entropy",Web3D '19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,Carter D,How to Debate a Border: Supporting Infrastructure Publics through Communication System Design,,2019,,,,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 37th ACM International Conference on the Design of Communication,"Portland, Oregon",2019,9781450367905,,https://doi.org/10.1145/3328020.3353932;http://dx.doi.org/10.1145/3328020.3353932,10.1145/3328020.3353932,"While crucial infrastructures in the United States and similar countries are increasingly in conditions of crisis and decay, people living in these countries often lack a shared understanding of these systems from which to imagine the kind of radical change that theorists such as Lauren Berlant have argued is needed. As recent political controversies make clear, this lack of shared understanding extends to national infrastructures such as borders and points of entry. However, like all infrastructures, these are complex sociotechnical objects that challenge simple understanding. Collectively debating future infrastructure is complex and feels, in the present moment, insurmountable. At the same time, reimagining these systems for more equitable futures is crucial.Drawing on theories from a range of fields including anthropology and design, this paper considers the communication systems that might support broad groups with the shared understandings needed to debate the futures of infrastructures. It first describes a series of events in early 2017 related to the increased search and seizure of personal electronic devices at United States airports. It then analyzes the online comments left in response to articles about these events, arguing that the comments demonstrate both the tracing of existing infrastructures and the imagining of new infrastructures. Implications from this analysis include the potential of including speculation as a value that could be formally recognized by evaluation systems and the need to carefully consider how expert knowledge about present infrastructures is communicated alongside more future-oriented commentary.","online communication design, participatory design, speculative design, infrastructure",SIGDOC '19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Chen Z,Yang W,Xu Z,Xie X,Huang L,Null N",DCNet: Dense Correspondence Neural Network for 6DoF Object Pose Estimation in Occluded Scenes,,2020,,,3929–3937,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 28th ACM International Conference on Multimedia,"Seattle, WA, USA",2020,9781450379885,,https://doi.org/10.1145/3394171.3413672;http://dx.doi.org/10.1145/3394171.3413672,10.1145/3394171.3413672,"6DoF object pose estimation is essential for many real-world applications. Although great progress has been made, challenges still remain in estimating 6D pose for occluded objects. Current RGB-D approaches predict 6DoF pose directly, which is sensitive to occlusion in cluttered scenes. In this work, we propose DCNet, an end-to-end framework for estimating 6DoF object poses. DCNet first converts pixels in the image plane to point clouds in the camera coordinate system and then establishes dense correspondences between the camera coordinate system and the object coordinate system. Based on these two systems, we fuse 2D appearance and 3D geometric features by pixel-wise concatenation to construct dense correspondences, from which the pose is calculated through the least-squares fitting algorithm. Dense correspondences guarantee enough point pairs for a robust 6DoF pose estimation, even if the occlusion is heavy. Experimental results demonstrate that DCNet outperforms the state-of-the-art methods on LINEMOD, Occlusion LINEMOD and YCB-Video datasets, especially in terms of the robustness to occlusion scenes.","6d pose estimation, neural networks",MM '20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Liu T,Yin L,Yuan S,Lv J,Zhang F",Research On Adaptive Object Detection Method Of Kernel Correlation Filtering,,2020,,,55–61,Association for Computing Machinery,"New York, NY, USA",,2020 The 4th International Conference on Video and Image Processing,"Xi'an, China",2020,9781450389075,,https://doi.org/10.1145/3447450.3447459;http://dx.doi.org/10.1145/3447450.3447459,10.1145/3447450.3447459,"Aiming at the problem that the KCF algorithm cannot adaptively track the object and even the object may be lost when the object scale changes, this paper proposes a kernel correlation filter algorithm that can perform adaptive object detection. The KCF algorithm is adopted to calculate the center position of the object, and the object is divided into sub-blocks for applying the KCF classifier idea to each sub-block at the same time. Then the center position of each sub-block is calculated for estimating the scale change ratio of the object according to the relative change of the center position of the sub-block. And the scale information of the object is finally determined for following tracking. On this basis, the HOG feature and the CN feature are combined to make full use of the image pixel information to promote accuracy of the object prediction. Finally, public dataset is used for comparing the proposed method with multiple classic algorithms. The experimental result illustrate that the proposed method can obtain better accuracy and overlapping ratio, and the processing speed can meet the real-time requirements, which verifies the effectiveness of the proposed algorithm.","Sub-Block, Adaptive, Kernel Correlation Tracking, Combined",ICVIP 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Zhuang X,Zhou X,Hasegawa-Johnson MA,Huang TS",Efficient Object Localization with Gaussianized Vector Representation,,2009,,,89–96,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 1st International Workshop on Interactive Multimedia for Consumer Electronics,"Beijing, China",2009,9781605587585,,https://doi.org/10.1145/1631040.1631055;http://dx.doi.org/10.1145/1631040.1631055,10.1145/1631040.1631055,"Recently, the Gaussianized vector representation has been shown effective in several applications related to interactive multimedia, such as facial age estimation, image scene categorization and video event recognition. However, all these tasks are classification and regression problems based on the whole images. It is not yet explored how this representation can be efficiently applied in the object localization problem, which reveals the locations and sizes of the objects. In this paper, we present an efficient object localization approach for the Gaussianized vector representation, following a branch-and-bound search scheme introduced by Lampert et al. In particular, we design a quality bound for rectangle sets characterized by the Gaussianized vector representation for fast hierarchical search. This bound can be obtained for any rectangle set in the image, with little extra computational cost, in addition to calculating the Gaussianized vector representation for the whole image. A localization experiment on a multi-scale car dataset shows that the proposed object localization approach based on the Gaussianized vector representation outperforms previous work using the histogram-of-keywords representation.","branch and bound, efficient object localization, gaussianized vector representation",IMCE '09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Zheng Z,Ma L,Li Z,Chen Z",Reconstruction of Shape and Reflectance Properties Based on Visual Hull,,2009,,,29–38,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 2009 Computer Graphics International Conference,"Victoria, British Columbia, Canada",2009,9781605586878,,https://doi.org/10.1145/1629739.1629743;http://dx.doi.org/10.1145/1629739.1629743,10.1145/1629739.1629743,"A method based on Visual Hull is proposed for simultaneously recovering an object's shape and its reflectance properties from multiple images. Here, the reflectance properties are described by the Ward BRDF model. Firstly, the shape represented by voxels is acquired by applying SFS (Shape from Silhouettes) method, and the triangular mesh of the surface is extracted by Marching Cube algorithm. Secondly, the appearance-like mesh vertices are clustered into categories, and non-linear optimization is applied to each category for calculating its reflectance model parameters. Last, diffuse parameters for each vertex are re-computed. The acquired object shape and its reflectance parameters can be used for photo-realistic rendering. The experimental results on multiple real objects images show the efficiency of the proposed method.",,CGI '09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,Steel TB,A First Version of UNCOL,,1961,,,371–378,Association for Computing Machinery,"New York, NY, USA",,"Papers Presented at the May 9-11, 1961, Western Joint IRE-AIEE-ACM Computer Conference","Los Angeles, California",1961,9781450378727,,https://doi.org/10.1145/1460690.1460733;http://dx.doi.org/10.1145/1460690.1460733,10.1145/1460690.1460733,"UNCOL--UNiversal Computer Oriented Language--is being designed as an empirical, pragmatic aid to the solution of a fundamental problem of the digital data processing business: automated translation of programs from expressions in an ever increasing set of problem oriented languages into the machine languages of an expanding variety of digital processing devices. By application of a program called a generator, specific to a given problem language, program statements in this problem language are transformed into equivalent UNCOL statements, independent of any consideration of potential target computers. Subsequently, without regard to the identity of the original problem language, the UNCOL statement of the problem is processed by a program called a translator, which is specific to a given target computer, and the result is an expression of the original problem solution in the machine language of the desired processor. The advantage of this apparent complication over the current procedure of employing a program called a compiler for direct transformation from problem language to machine language is evident when one examines the number of languages and machines involved and the not inconsiderable expense of translation program construction. If there are M problem languages and N machines, then M+N compilers are required and only M+N generators and translators.In order to arrive at sensible specifications for UNCOL, certain limitations in its scope are essential. Accordingly, UNCOL is designed to cope with only those problem language and machine language characteristics that can reasonably be expected to enjoy general use in the next decade. Any broader approach shows promise of leading to elegant, impractical results.A glance at the preliminary specifications for UNCOL shows a language akin to a symbolic assembly language for a register-free, single address, indexed machine. The specific commands are few in number and simple in construction, depending on a special defining capability for the expression of more elaborate instructions. The data referencing scheme is complex, allowing the application of a signed index to the primary address, and permitting both the primary and index parts to be delegated to an indefinite level.Each item of data, either input or calculated, must be described as to type, range precision and the like by special data descriptive syntactical sentences in the language. These descriptions, additionally, provide information concerning ultimate storage allocation as well as indicators of contextual meaning for the explicit commands.Supplementary to the instructions and data descriptions are certain declarative sentences, inessential to the explicit statement of the problem solutions being translated, designed to provide information useful to the translator in the introduction of computational efficiency into the object program.",,IRE-AIEE-ACM '61 (Western),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"De Virgilio R,Milicchio F",RFID Data Analysis Using Tensor Calculus for Supply Chain Management,,2011,,,1743–1748,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 20th ACM International Conference on Information and Knowledge Management,"Glasgow, Scotland, UK",2011,9781450307178,,https://doi.org/10.1145/2063576.2063828;http://dx.doi.org/10.1145/2063576.2063828,10.1145/2063576.2063828,"In current trends of consumer products market, there is a growing significance of the role of retailers in the governance of supply chains. RFID is a promising infrastructure-less technology, allowing to connect an object with its virtual counterpart, i.e., its representation within information systems. However, the amount of RFID data in supply chain management is vast, posing significant challenges for attaining acceptable performance on their analysis. Current approaches provide hard-coded solutions, with high consumption of resources; moreover, these exhibit very limited flexibility dealing with multidimensional queries, at various levels of granularity and complexity. In this paper we propose a general model for supply chain management based on the first principles of linear algebra, in particular on tensorial calculus. Leveraging our abstract algebraic framework, our technique allows both quick decentralized on-line processing, and centralized off-line massive business logic analysis, according to needs and requirements of supply chain actors. Experimental results show that our approach, utilizing recent linear algebra techniques can process analysis efficiently, when compared to recent approaches. In particular, we are able to carry out the required computations even in high memory constrained environments, such as on mobile devices. Moreover, when dealing with massive amounts of data, we are capable of exploiting recent parallel and distributed technologies, subdividing our tensor objects into sub-blocks, and processing them independently.","supply chain, algebraic models, multidimensional analysis",CIKM '11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Devanur NR,Fortnow L",A Computational Theory of Awareness and Decision Making,,2009,,,99–107,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 12th Conference on Theoretical Aspects of Rationality and Knowledge,California,2009,9781605585604,,https://doi.org/10.1145/1562814.1562830;http://dx.doi.org/10.1145/1562814.1562830,10.1145/1562814.1562830,"We exhibit a new computational-based definition of awareness, informally that our level of unawareness of an object is the amount of time needed to generate that object within a certain environment. We give several examples to show this notion matches our intuition in scenarios where one organizes, accesses and transfers information. We also give a formal process-independent definition of awareness based on Levin's universal enumeration.We show the usefulness of computational awareness by showing how it relates to decision making, and how others can manipulate our decision making with appropriate advertising, in particular, we show connections to sponsored search and brand awareness. Understanding awareness can also help rate the effectiveness of various user interfaces designed to access information.",,TARK '09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Suto G,Greenleaf GS,Bhagavatula P,Fischer HR,Soni SK,Miller BH,Hentschke RF",Declarative Language for Geometric Pattern Matching in VLSI Process Rule Modeling,,2019,,,75–82,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 2019 International Symposium on Physical Design,"San Francisco, CA, USA",2019,9781450362535,,https://doi.org/10.1145/3299902.3309745;http://dx.doi.org/10.1145/3299902.3309745,10.1145/3299902.3309745,"This paper presents a formal (machine readable) declarative language developed for the specific reason of modeling physical design process rules of any complexity. Case studies are presented on synthetic as well as industry known design rules of simple complexity (two objects, pair-wise relationship) as well as multi-object complex rules (n-wise relationship). The building blocks of the language are presented and a comparison is drawn between declarative and imperative (general industry practice) implementation of a rule. Automatic test layout generation is presented that would not be possible on an imperative model. Advanced language concepts are also described, including patterns - that can be embedded in each other - as well as rule exceptions using the logical NOT in conjunction with patterns. Further advanced language features are presented, including grids (discretization) and sets - all crucial elements for implementing a wide variety of rules. A strong argument is made for the advantages of this language being the precise and unambiguous description of the intent of the rule with immediate access to a rule checker as well as automatic test layout generator that can test the boundaries of the process node.","formal, declarative, rule modeling, process rules",ISPD '19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Kang J,Zheng J,Bai H,Xue X,Zhou Y,Guo J,Gan D",A Video Analysis Method on Wanfang Dataset via Deep Neural Network,,2019,,,126–131,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 3rd International Conference on Video and Image Processing,"Shanghai, China",2019,9781450376822,,https://doi.org/10.1145/3376067.3376075;http://dx.doi.org/10.1145/3376067.3376075,10.1145/3376067.3376075,"The topic of object detection has been largely improved recently, especially with the development of convolutional neural network. However, there still exist a lot of challenging cases, such as small object, compact and dense or highly overlapping object. Existing methods can detect multiple objects wonderfully, but because of the slight changes between frames, the detection effect of the model will become unstable, the detection results may result in dropping or increasing the object. In the pedestrian flow detection task, such phenomenon can not accurately calculate the flow. To solve this problem, in this paper, we describe the new function for real-time multi-object detection in sports competition and pedestrians flow detection in public based on deep learning. Our work is to extract a video clip and solve this frame of clips efficiently. More specifically, our algorithm includes two stages: judge method and optimization method. The judge can set a maximum threshold for better results under the model, the threshold value corresponds to the upper limit of the algorithm with better detection results. The optimization method to solve detection jitter problem. Because of the occurrence of frame hopping in the video, and it will result in the generation of video fragments discontinuity. We use optimization algorithm to get the key value, and then the detection result value of index is replaced by key value to stabilize the change of detection result sequence. Based on the proposed algorithm, we adopt wanfang sports competition dataset as the main test dataset and our own test dataset for YOLOv3-Abnormal Number Version(YOLOv3-ANV), which is 5.4% average improvement compared with existing methods. Also, video above the threshold value can be obtained for further analysis. Spontaneously, our work also can used for pedestrians flow detection and pedestrian alarm tasks. Further more, all the code are publicly available for further research: https://github.com/kangjinlong/yolov3_Abnormal-video.","Convolutional neural network, Single&Multi object detection, Video analysis, YOLOv3-ANV",ICVIP 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Essig K,Dornbusch D,Prinzhorn D,Ritter H,Maycock J,Schack T",Automatic Analysis of 3D Gaze Coordinates on Scene Objects Using Data from Eye-Tracking and Motion-Capture Systems,,2012,,,37–44,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the Symposium on Eye Tracking Research and Applications,"Santa Barbara, California",2012,9781450312219,,https://doi.org/10.1145/2168556.2168561;http://dx.doi.org/10.1145/2168556.2168561,10.1145/2168556.2168561,"We implemented a system, called the VICON-EyeTracking Visualizer, that combines mobile eye tracking data with motion capture data to calculate and visualize the 3D gaze vector within the motion capture co-ordinate system. To ensure that both devices were temporally synchronized we used previously developed software by us. By placing reflective markers on objects in the scene, their positions are known and by spatially synchronizing both the eye tracker and the motion capture system allows us to automatically compute how many times and where fixations occur, thus overcoming the time consuming and error-prone disadvantages of the traditional manual annotation process. We evaluated our approach by comparing its outcome for a simple looking task and a more complex grasping task against the average results produced by the manual annotation process. Preliminary data reveals that the program only differed from the average manual annotation results by approximately 3 percent in the looking task with regard to the number of fixations and cumulative fixation duration on each point in the scene. In case of the more complex grasping task the results depend on the object size: for larger objects there was good agreement (less than 16 percent (or 950ms)), but this degraded for smaller objects, where there are more saccades towards object boundaries. The advantages of our approach are easy user calibration, the ability to have unrestricted body movements (due to the mobile eye-tracking system), and that it can be used with any wearable eye tracker and marker based motion tracking system. Extending existing approaches, our system is also able to monitor fixations on moving objects. The automatic analysis of gaze and movement data in complex 3D scenes can be applied to a variety of research domains, i. e., Human Computer Interaction, Virtual Reality or grasping and gesture research.","eye tracking, gaze tracking, motion tracking, 3D gaze vector",ETRA '12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Lu W,Wu G",Salient Object Detection via Multi-Scale Neural Network,,2018,,,,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 10th International Conference on Internet Multimedia Computing and Service,"Nanjing, China",2018,9781450365208,,https://doi.org/10.1145/3240876.3240923;http://dx.doi.org/10.1145/3240876.3240923,10.1145/3240876.3240923,"Salient object detection, a fundamental of many computer vision tasks, aims to find the most attractive objects in a given image. In this paper, we propose an end-to-end multi-scale neural network for salient object detection. Firstly, we propose heterogeneous dilated block to effectively increases the receptive field of the network, while alleviating the gridding effect problem caused by dilated convolution. Secondly, we replace the traditional interpolation up-sampling layer with a fully learnable up-sampling module to solve the blurry artifacts and improve the accuracy. Finally, we calculate the loss at three different scales, enabling the network to learn better through back-propagation. The proposed method is validated on MSRA and ECSSD datasets, and shown to outperform the state-of-the-art methods.","multi-scale loss, convolution neural networks, dilated convolution, salient object detection",ICIMCS '18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Nishimura T,Hashimoto A,Yamakata Y,Mori S",Frame Selection for Producing Recipe with Pictures from an Execution Video of a Recipe,,2019,,,9–16,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 11th Workshop on Multimedia for Cooking and Eating Activities,"Ottawa ON, Canada",2019,9781450367790,,https://doi.org/10.1145/3326458.3326928;http://dx.doi.org/10.1145/3326458.3326928,10.1145/3326458.3326928,"In cooking procedure instruction, text format plays an important role in conveying quantitative information accurately, such as time and quantity. On the other hand, image format can smoothly convey qualitative information (e.g., the target food state of a procedure) at a glance. Our goal is to produce multimedia recipes, which have texts and corresponding pictures, for chefs to better understand the procedures. The system takes a procedural text and its unedited execution video as the input and outputs selected frames for instructions in the text. We assume that a frame suits to an instruction when they share key objects. Under this assumption, we extract the information of key objects using named entity recognizer from the text and object detection from the frame, and we convert them into feature vectors and calculate their cosine similarity. To enhance the measurement, we also calculate the scene importance based on the latest changes in object appearance, and aggregate it to the cosine similarity. Finally we align the instruction sequence and the frame sequence using the Viterbi algorithm referring to this suitability and get the frame selection for each instruction. We implemented our method and tested it on a dataset consisting of text recipes and their execution videos. In the experiments we compared the automatic alignment results with those by human annotators. The precision, recall, and F-measure showed that the proposed approach made a steady improvement in this challenging problem of selecting pictures from an unedited video.","execution video, frame selection, procedural text",CEA '19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Journal Article,"Lauster F,Luke DR,Tam MK",Symbolic Computation with Monotone Operators,ACM Commun. Comput. Algebra,2019,52,4,139–141,Association for Computing Machinery,"New York, NY, USA",,,,2019-05,,1932-2240,https://doi.org/10.1145/3338637.3338646;http://dx.doi.org/10.1145/3338637.3338646,10.1145/3338637.3338646,"The Fenchel conjugate, f*, and the subdifferential, ∂f, of a function f are two objects of fundamental importance in convex analysis. For this reason, software libraries or packages which have the ability to compute and manipulate such objects easily are a valuable edition to the convex analyst's toolkit. Moreover, such tools have potential pedagogical uses if one believes, as we do, that nonsmooth analysis could and should be a part of the traditional \calculus\"" cannon taught to high school and beginning Bachelor's level students.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,Chlipala A,Parametric Higher-Order Abstract Syntax for Mechanized Semantics,,2008,,,143–156,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 13th ACM SIGPLAN International Conference on Functional Programming,"Victoria, BC, Canada",2008,9781595939197,,https://doi.org/10.1145/1411204.1411226;http://dx.doi.org/10.1145/1411204.1411226,10.1145/1411204.1411226,"We present parametric higher-order abstract syntax (PHOAS), a new approach to formalizing the syntax of programming languages in computer proof assistants based on type theory. Like higher-order abstract syntax (HOAS), PHOAS uses the meta language's binding constructs to represent the object language's binding constructs. Unlike HOAS, PHOAS types are definable in general-purpose type theories that support traditional functional programming, like Coq's Calculus of Inductive Constructions. We walk through how Coq can be used to develop certified, executable program transformations over several statically-typed functional programming languages formalized with PHOAS; that is, each transformation has a machine-checked proof of type preservation and semantic preservation. Our examples include CPS translation and closure conversion for simply-typed lambda calculus, CPS translation for System F, and translation from a language with ML-style pattern matching to a simpler language with no variable-arity binding constructs. By avoiding the syntactic hassle associated with first-order representation techniques, we achieve a very high degree of proof automation.","type-theoretic semantics, interactive proof assistants, dependent types, compiler verification",ICFP '08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Journal Article,Chlipala A,Parametric Higher-Order Abstract Syntax for Mechanized Semantics,SIGPLAN Not.,2008,43,9,143–156,Association for Computing Machinery,"New York, NY, USA",,,,2008-09,,0362-1340,https://doi.org/10.1145/1411203.1411226;http://dx.doi.org/10.1145/1411203.1411226,10.1145/1411203.1411226,"We present parametric higher-order abstract syntax (PHOAS), a new approach to formalizing the syntax of programming languages in computer proof assistants based on type theory. Like higher-order abstract syntax (HOAS), PHOAS uses the meta language's binding constructs to represent the object language's binding constructs. Unlike HOAS, PHOAS types are definable in general-purpose type theories that support traditional functional programming, like Coq's Calculus of Inductive Constructions. We walk through how Coq can be used to develop certified, executable program transformations over several statically-typed functional programming languages formalized with PHOAS; that is, each transformation has a machine-checked proof of type preservation and semantic preservation. Our examples include CPS translation and closure conversion for simply-typed lambda calculus, CPS translation for System F, and translation from a language with ML-style pattern matching to a simpler language with no variable-arity binding constructs. By avoiding the syntactic hassle associated with first-order representation techniques, we achieve a very high degree of proof automation.","interactive proof assistants, type-theoretic semantics, compiler verification, dependent types",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Atmosukarto I,Shapiro LG",3d Object Retrieval Using Salient Views,,2010,,,73–82,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the International Conference on Multimedia Information Retrieval,"Philadelphia, Pennsylvania, USA",2010,9781605588155,,https://doi.org/10.1145/1743384.1743403;http://dx.doi.org/10.1145/1743384.1743403,10.1145/1743384.1743403,"This paper presents a method for selecting salient 2D views to describe 3D objects for the purpose of retrieval. The views are obtained by first identifying salient points via a learning approach that uses shape characteristics of the 3D points [4, 3]. The salient views are selected by choosing views with multiple salient points on the silhouette of the object. Silhouette-based similarity measures from [6] are then used to calculate the similarity between two 3D objects. Experimental results show that the retrieval results using the salient views are comparable to the existing light field descriptor method [6], and our method achieves a 15-fold speedup in the feature extraction computation time.","3d object retrieval, salient points, 3d object signature",MIR '10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Conference Paper,"Kang J,Hur CK,Mansky W,Garbuzov D,Zdancewic S,Vafeiadis V",A Formal C Memory Model Supporting Integer-Pointer Casts,,2015,,,326–335,Association for Computing Machinery,"New York, NY, USA",,Proceedings of the 36th ACM SIGPLAN Conference on Programming Language Design and Implementation,"Portland, OR, USA",2015,9781450334686,,https://doi.org/10.1145/2737924.2738005;http://dx.doi.org/10.1145/2737924.2738005,10.1145/2737924.2738005,"The ISO C standard does not specify the semantics of many valid programs that use non-portable idioms such as integer-pointer casts. Recent efforts at formal definitions and verified implementation of the C language inherit this feature. By adopting high-level abstract memory models, they validate common optimizations. On the other hand, this prevents reasoning about much low-level code relying on the behavior of common implementations, where formal verification has many applications. We present the first formal memory model that allows many common optimizations and fully supports operations on the representation of pointers. All arithmetic operations are well-defined for pointers that have been cast to integers. Crucially, our model is also simple to understand and program with. All our results are fully formalized in Coq.","C Memory Model, Verification, Integer-Pointer Cast, Compiler, Optimization",PLDI '15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
